timestamp,ip,method,path,status,event
2026-09-25 05:56:29,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
2026-09-25 06:02:44,192.168.50.10,POST,/login,401,FAILED_LOGIN
